Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
La Table du Valrose,"Place de la Gare 2, Rougemont, 1659, Switzerland","Rougemont, Switzerland",€€€€,"Modern French, Farm to table",7.2085597,46.4886078,41269237777,https://guide.michelin.com/en/vaud/rougemont/restaurant/la-table-du-valrose,https://www.valrose.ch/,2 Stars,0,"Interesting wine list,Wheelchair access","At an altitude of some 1 000m, in the triangle formed by the cantons of Fribourg, Bern and Waad, this restaurant takes you to new heights of culinary enjoyment and refinement. Surrounded by a magnificent mountain landscape, the chic decor is an artful blend of Alpine wood, contemporary furnishings and designer lamps. Chef Benoît Carcenat creates modern and seasonal French cuisine that embraces both tradition and innovation. The menu features produce from the Pays d'Enhaut, Saanenland and Intyamon regions – a host of ingredients that have benefitted from the mountain air! List of 700 different wines for you to choose from. Modern guestrooms, exceptional service and a delicious breakfast round off this delightful experience."
Sushi Masaki Saito,"88 Avenue Rd., Toronto, M5R 2H2, Canada","Toronto, Canada",$$$$,Japanese,-79.3958233,43.6723401,14169240888,https://guide.michelin.com/en/ontario/toronto/restaurant/sushi-masaki-saito,https://www.masakisaito.ca/,2 Stars,0,"Air conditioning,Counter dining","Even if you lived next door, omakase with Chef Masaki Saito would still feel like a faraway adventure. The foyer's marble staircase, a 200-year-old hinoki counter and traditional Japanese paneling and woodwork set the stage as he slices, scores and sauces the greatest treasures of the sea. Only here will you find shirako boldly skewered and grilled over binchotan, and only here will you eat melting slabs of chutoro buried under a blizzard of white truffles. Fish comes exclusively from Japan, and for the nigiri, assistants are quick to bring him his prized rice from Niigata prefecture, warm and tinged with his special blend of vinegars, after every round. Laughter fills the air, thanks to Saito and his jovial team, and for a few blissful hours, the world outside melts away."
Stand,"Székely Mihály utca 2, Budapest, 1061, Hungary","Budapest, Hungary",€€€€,"Modern Cuisine, Hungarian",19.0596687,47.5001729,36307859139,https://guide.michelin.com/en/central-hungary/budapest/restaurant/stand,https://standrestaurant.hu,2 Stars,0,"Air conditioning,Interesting wine list,Restaurant offering vegetarian menus","A central glass-walled kitchen is the focal point of this eye-catching modern restaurant; a dining room sits either side, and there’s a chatty buzz to the room – helped along by the personable service team. The two experienced chef-owners are proud of their Hungarian roots and skilfully reinvent and modernise classic Hungarian dishes using a wide range of techniques. Wonderful flavours and textures abound, and build steadily throughout the meal. When it comes to wine, look to the Hungarian options – there are some great sweet Tokajis on the list."
Platán Gourmet,"Kastély tér 6, Tata, 2890, Hungary","Tata, Hungary",€€€€,"Creative, Hungarian",18.3183168,47.6478063,36205486876,https://guide.michelin.com/en/komarom-esztergom/tata/restaurant/platan-gourmet,https://platangourmet.com/,2 Stars,0,"Air conditioning,Car park,Garden or park","Your evening starts with an aperitif and snacks on the terrace beneath the castle, before you are shown through to a barrel-vaulted cellar with an open kitchen. Here, the team work with calm efficiency and meticulous precision to create a 12 course tasting menu composed of highly sophisticated dishes packed with deep, well-balanced flavours and bags of personality. For the full experience, stay the night in one of the nearby bedrooms and make the most of their spa."
Yu Zhi Lan,"24-1 Changfa Street, Qingyang, Chengdu, China Mainland","Chengdu, China Mainland",¥¥¥¥,Sichuan,104.055887,30.669182,8.62862E+11,https://guide.michelin.com/en/chengdu-municipality/chengdu/restaurant/yu-zhi-lan-1196150,,2 Stars,0,"Air conditioning,Car park,Cash only","This low-key dining concept doesn’t need a sign. The owner-chef Lan Guijun is a local legend who took Sichuanese to the level of haute cuisine so gourmands will always find their way here. The rooms exude rustic charm, dotted by ceramic art and pottery made by the chef himself. Before you can taste his elegant, elaborate multi-course meal that brings out the ingredients’ natural flavours, you need to book a table with a deposit."
Xin Rong Ji,"No. 501, 5F, Chinese Financial Center, 33 Jiaozi Avenue, Wuhou, Chengdu, China Mainland","Chengdu, China Mainland",¥¥¥¥,Taizhou,104.060602,30.5833001,8.62868E+11,https://guide.michelin.com/en/chengdu-municipality/chengdu/restaurant/xin-rong-ji-1207940,http://www.xinrongji.com/,2 Stars,0,"Air conditioning,Car park,Interesting wine list,Terrace,Wheelchair access","On the eve of the upmarket restaurant chain's 30th anniversary, it opened its first Chengdu outpost in 2023. The large space is furnished in a lavish but understated manner, and has lovely views of the Twin Towers. You can find the brand's signature luxury seafood on the menu, but it's the Taizhou recipes jazzed with by local touches that truly shine. Try the sea anemone glass noodles with pickled chillies, or mapo tofu with cod milt."
Molino de Urdániz,"GF, Hotel MVSA, 61, Section 1, Jianguo North Road, Zhongshan District, Taipei, 10491, Taiwan","Taipei, Taiwan",$$$$,Spanish Contemporary,121.5372068,25.0507432,8.86225E+11,https://guide.michelin.com/en/taipei-region/taipei/restaurant/molino-de-urdaniz,https://hotelmvsa.com/dining/molino-de-urdaniz/,2 Stars,0,"Air conditioning,Car park,Restaurant offering vegetarian menus,Valet parking,Wheelchair access","Spanish-themed paintings hang in the dining area, which boasts a stunning glazed wine cellar. The two chefs take diners on a poetic culinary journey to the Pyrenees of the Basque Country with a seafood-heavy tasting menu. Produce from Taiwan and Japan is woven into edible works of art that embody Spanish traditions, Asian influences and natural beauty. The clever use of colours and seasonal ingredients makes the experience a real delight."
Mudan,"17, Lane 52, Siwei Road, Da'an District, Taipei, 106, Taiwan","Taipei, Taiwan",$$$$,Tempura,121.54723,25.035223,8.86227E+11,https://guide.michelin.com/en/taipei-region/taipei/restaurant/mudan,https://mudantempura.com,2 Stars,0,"Air conditioning,Counter dining","When it comes to tempura, precision is the name of the game. With decades of experience in Japanese cooking, the head chef brings out the best in every ingredient with his keen sense for oil blend, oil temperature and batter consistency, sealing in the umami with an incredibly thin, crisp and light batter. The simple, cosy room is decorated with Japanese garden details. Reservations are mandatory, with only two sittings, at 12.30pm and 6.30pm."
logy,"6, Lane 109, Section 1, Anhe Road, Da'an District, Taipei, 106, Taiwan","Taipei, Taiwan",$$$,Asian Contemporary,121.5532054,25.0356024,,https://guide.michelin.com/en/taipei-region/taipei/restaurant/logy,https://logy.tw/,2 Stars,0,"Air conditioning,Counter dining,Interesting wine list","logy, a sibling of the Florilège in Tokyo, is helmed by a Japanese chef hailing from Hokkaido. Using local produce and the freshest catch from his home prefecture, he melds Japanese and European techniques to create contemporary recipes, underscored by strong Asian influences. The omakase menu changes every two months, but a variation of the Japanese-Taiwanese fusion chawanmushi is a firm fixture. Plan far in advance and book online."
L'Atelier de Joël Robuchon,"5F, Bellavita, 28 Songren Road, Xinyi District, Taipei, 110, Taiwan","Taipei, Taiwan",$$$$,French Contemporary,121.56814,25.039609,8.86287E+11,https://guide.michelin.com/en/taipei-region/taipei/restaurant/l-atelier-de-joel-robuchon550759,https://www.bellavita.com.tw/dining/Latelierdejoelrobuchontaipei.php,2 Stars,0,"Air conditioning,Car park,Counter dining,Interesting wine list","The moody interior uses the same iconic black and red colour scheme as the other members of the group – sit at the counter to appreciate the atmosphere to the fullest. French classics are re-invented with care and a great deal of aplomb; service is engaging and thoughtful. The kitchen is helmed by a Japanese head chef with 20+ years of experience who imbues the distinctive cooking, especially seafood courses, with Japanese twists."
RAW,"301, Lequn 3rd Road, Zhongshan District, Taipei, 104, Taiwan","Taipei, Taiwan",$$$$,Innovative,121.5594375,25.0827948,8.86285E+11,https://guide.michelin.com/en/taipei-region/taipei/restaurant/raw,https://www.raw.com.tw/,2 Stars,0,"Air conditioning,Wheelchair access","André Chiang’s dining concept in his hometown features a futuristic interior with gigantic organic wood forms that contrast with the faux industrial setting. Inspired by the chef’s journey around the world, the 10-course menu changes with the seasons, reinventing Taiwanese cuisine with sleek plating and a stimulating blend of flavours, textures and temperatures. It’s notoriously hard to get a table so stay tuned for when the online system opens for booking and act fast."
Hayato,"1320 E. 7th St., Ste. 126, Los Angeles, 90021, USA","Los Angeles, USA",$$$$,"Japanese, Seafood",-118.2418788,34.0338072,,https://guide.michelin.com/en/california/us-los-angeles/restaurant/hayato,https://hayatorestaurant.com/,2 Stars,0,"Air conditioning,Car park,Counter dining,Notable sake list","With only one seating per night, this is the kind of destination where a handful of lucky diners are privy to an exemplary culinary spectacle. Many of the courses begin with ingredients that are attractively arranged, then finished before your eyes, and presented by Chef Brandon Hayato Go with detailed explanations. To kick off the kaiseki, the chef serves a small bite, or sakizuke, like chilled, charred eggplant with ginger and dashi. From there, it's a seasonal celebration artistically arranged on vintage Japanese pottery and porcelain collected by the chef. Local corn and sea scallops is transformed into kakiage; bonito is lightly smoked over rice bran straw; and miso-glazed black cod is folded into a luscious rice pot to conclude the meal."
